bangla word,translitered bangla word
বিমলার,bimla
আত্মকথাআমার,atmakathaamar
রাতগুলো,ratgulo
ঘূর্ণার,ghurna
ঘুরছিল,ghurchhil
কাঁদাব,kaandav
রণবেশ,ranavesh
পরেছ,paresh
রণরঙ্গিণী,ranrangini
সুঝে,summe
মক্ষীরানীকে,makshiranike
ডমরুর,domru
কলতান,kaltan
ফেনিয়ে,fenie
রূপেতে,roopete
চাওয়ায়,chawa
কওয়ায়,kawa
গৌরবকে,gaurvk
চিত্তধারার,chittadhara
দেশসেবকদের,deshsebakader
স্তবগুঞ্জনধ্বনিতে,stavgunjanadhanite
দিব্যশক্তি,divyashakti
মিলতেন,milten
পরামর্শটি,paramrshti
বুদ্ধিবিবেচনা,buddhibibechana
উল্টোরকম,ultorkam
বুদ্ধিবিপর্যয়ের,buddhiviparyayer
স্বামীকেদেশের,swamikedesher
ব্যবচ্ছেদ,vyavached
সাড়,saad
কূলের,kuler
আমাদরে,amadr
আত্মকথাআমি,atmakathaami
উভচরজাতীয়,ubcharajatiya
দাঁড়িয়েছিল,dandiesil
মক্ষীর,makshir
তোড়টা,toshta
মক্ষী,makshi
পাল্লাটা,pallata
শেল্‌ফ্,shelph
বারবেলায়,barbela
রওয়া,rawa
ভ্রুক্ষেপ,bhrukshap
চলেছিলুম,chalechhilum
রানীমা,ranima
রানীমাকে,ranimake
এগোলুম,agolum
যাবেননা,yavenna
তাকাবে,taakave
ছিপ্‌‍ছিপে,chhipchipe
রূপরসজ্ঞ,ruprasjna
গড়নটিই,gadhntii
হৃদয়গুহা,hridanguha
ঝিক্‌‍মিক্‌,jhikmik
নন্‌কু,nanku
দরোয়ানটাকে,darwantake
নিখিলকে,nikhilke
সাধুলোকের,sadhuloker
বড়োরানীমা,badoranima
মেজোরানীমা,mejoranima
নন্‌কুকে,nankuke
ন্যায়বুদ্ধিতে,nyabuddhite
খট্‌কার,khatkar
ছাড়ানোর,chadanor
জায়েদের,jayeder
নিখিলের,nikhiler
ভালোমানুষির,valomanushir
ঘৃণারআর,ghrinarar
দরোয়ানজির,darwanjir
আকস্মিকতার,aksmikatar
ছুতোটুকু,chhutotuku
ভাবভঙ্গি,bhavabhangi
স্পষ্টতায়,spstta
জয়যাত্রা,jaiyatra
বস্তুপুঞ্জ,bastupunj
সৌরজগৎকে,sourajagake
বাস্তবকে,vastavke
অবাস্তবের,avastaver
মায়াআবরণ,myaabaran
ফিতেটুকু,fitetuku
বৈশাখীর,baishakhir
মানবার,maanbar
ঢাকাঢুকির,dhakaqukir
স্বর্গোদ্যানে,swargodyane
কয়েই,kayei
মানবপ্রেয়সীয়,manabpreyasian
বস্তুতন্ত্র,bastutantra
লুটবে,lutve
বাঁচন,banchan
ঘোরেই,ghorei
জানানোই,jananoi
খাচ্ছিলুম,khachchhilum
ডাঁটাগুলির,dantaguli
প্রত্যেকটিকে,pratyectic
মিলননীতি,milanniti
লংফেলোর,lamphelore
এঞ্জিনিয়ার,enginear
পড়তেই,padtei
অর্ধেকরাত্রে,ardhekratre
গীতিকবি,gitikbi
ললিতলবঙ্গলতায়,lalitlabangalta
পাকিয়েছেন,pakiechen
উদ্‌‍যোগ,udyog
ঠাউরেছে,thaurese
চাওয়াটাই,chawatai
রক্তমাংস,raktamas
মায়ামন্ত্রজালে,myamantrajale
জ্বলছ,jwalash
সাধুকথার,sadhukthar
সংখ্যাই,sankhyai
ষড়্যন্ত্রে,sharyantre
হাঁকডাক,hakadak
মেয়েজাতকে,mayejatke
জড়িয়েছে,jarieng
ফাঁদই,phandi
উপাস্য,upasya
রাঙিয়েছে,ranies
সাজিয়েছে,sajieng
চেয়েছ,chayes
পুরুষজাতটা,purushajatta
দিকেইস্বভাবমাতাল,dikeiswabhavamatal
পুরুষজাতটার,purushajatter
বেরকম,berkam
নীতিকথার,nitikthar
ধোঁওয়ায়,dhowa
ভঙ্গিটা,bhangita
সাহসিকেরই,sahasikeroi
ধোঁওয়াকে,dhowake
অইডিয়ার,aedia
অবতারকে,avatarke
প্রবলের,probler
ইস্কুলমাস্টারটিকে,iskulmastertike
পয়েণ্ট্‌স্‌ম্যানের,paentsmaner
বেচারারা,becharara
সন্দীপচন্দ্রের,sandipchandrer
ফলেষু,faleshu
কদাচন,kadachan
আবাদে,abad
নীতিবচন,nitibachan
খড়ি,khadi
বিঁধবে,bindhve
জ্বলুনির,jwalunir
জাতকে,jatke
বাঁচিয়েছে,banchieng
অপথ,apath
মিথ্যের,mither
ছাত্রটিকে,chatratike
বিন্তির,vinti
লেখকেরা,lekhkera
বস্তুটাকে,bastutake
নির্লোভ,nirlov
গ্যাস্‌‍পোস্ট্‌,gaspost
ফেলেই,phele
নিবৃত্তিকেও,nivruttikeo
ভিতরেকোনো,vitaracono
চোখকেই,courke
প্রবৃত্তিকেও,pravrittikeo
সত্যকেও,satyakeo
ধর্মনীতির,dharmanitir
সোনাবাঁধানো,sonabandhano
করাটাকেই,karatakei
অনড়,anada
দিচ্ছিলুম,dichhilum
বিমলই,bimali
পদার্থটা,paxarthta
জীবতত্ত্ব,jivatattva
সমাজতত্ত্ব,samajatattva
তত্ত্বকে,tattvake
সায়ান্সের,sayancer
অন্তরাত্মার,antaratmar
মরণান্তিক,marnantic
বুঝেসুঝে,bujesumme
বিদেয়,bideya
ভুলকে,bhulke
আইডিয়ায়,idia
গড়াও,gadao
ভেসেছে,vesede
পিছবে,pishve
ধাক্কাতেই,dhakkates
ভয়েতে,bhayete
কাঁপতেই,kanpatei
হস্টেলের,hostele
আইডিয়াল,idial
পারুক,parook
মডার‌্ন্,modern
সংযমকে,sanyamke
সীটে,site
শিরগুলো,shirigulo
ভিতরটায়,bhitarta
ঝিলমিল,jhilmil
স্ট্যাণ্ডে,stand
মক্ষীকে,makshike
ফাঁকটা,phakata
পাপটা,papata
কৃপণে,krupne
ওল্টাতে,oltate
ভরিয়েছি,bhariesi
তখনোইহকাল,takhtoihakal
পরকালের,parkaler
ঠকায়,tka
আত্মকথাআগে,atmakathaag
নাচ্ছি,nachhi
রুচত,ruchat
সমস্তর,samastar
যুগযুগান্তের,yugayugantier
মহামেলায়,mahamela
ফুটলেই,footlei
কথাটিকে,kathatike
নামাই,namai
কাঁদতও,kandato
কাঁদছি,kandchi
বাঁচাবই,baanchavai
পুরটুকু,purtuku
কথাটাখুব,kathatakhub
বিমলকেও,bimalkeo
সাজিয়েছিলুম,sajiechhilum
মানসীর,manasi
মহদ্দোষ,mahaddosh
তাইই,taii
তিলোত্তমা,tilotama
ফর্মাস,formas
স্বয়ম্বরসভায়,swaymbrasva
সন্দীপই,sandipai
মূল্যকে,mulyk
আজকেকার,ajkekar
আঁস্তাকুড়ে,astakure
জাগুক,jaguk
বাহিরকেও,bahirkeo
অন্তরকেও,antarkeo
পথ্যে,pathye
কথাবার্তাও,kathavarta
ঘুমোন,ghumon
ঘুমোবার,ghumobar
জ্বল্‌,jwal
গড়ছে,garche
চিরপ্রদীপের,chirapradiper
মিলনরাত্রির,milanratri
চিরচুম্বন,chirchumban
বিশ্ববস্তুর,vishwawastur
বসেআছে,baseache
আয়নাতেই,yanates
ছবিতেই,chhabitei
ভোলাতেই,bholate
ঠকাবে,thakave
ফুকোরের,phukorer
কাঁদিয়ো,kandio
আত্মকথাগোড়ায়,atmakathagora
আত্মসমর্পন,atmasamarpan
আত্মসমর্পণে,atmasamarpane
মুঠি,muthi
সহস্রশিখায়,sahasrashikha
বন্যায়,banya
অসীমতা,asimata
বীণাটা,binata
ওঁরই,odhrai
বীণাটাকে,binatake
মজো,majo
মজিয়ে,majie
পরিধিটাকে,paridhitake
টিঁকে,tik
ছাড়াতে,chadate
জ্বলত,jwalat
কলঙ্ককে,kalankke
ইন্দ্রধনুর,indradhnur
স্বামীদেরও,swamidero
একাল,ekal
টিঁকতে,tikate
রাক্ষুসী,rakshusi
লাগতই,lagati
শরমের,sharmer
আড়ালই,adali
ঢালিয়ে,dhalie
করালুম,karalum
সাজালুম,sajalum
ভাঁড়ার,bhanda
বইবে,baibe
চেয়েই,chaye
পরশুদিনকার,parashudinkar
উঠোনটার,uthontar
রেলিংগুলোর,railingulor
ছোটোরানীমা,chhotoranima
শাড়িটা,sarita
জ্যাকেটটির,jacketti
বৈঠকখানাঘরে,baickkkhanaghare
গোষ্ঠলীলা,goshthalila
ধরলেন,dharlan
চিটে,chite
অ্যাকাডেমিতে,aacademite
আর্টিস্টদের,artistder
গুরুকরণ,gurukaran
আর্ট্‌,art
বিনয়কে,vinayke
দৈন্যটাই,dainyatai
খাটাবে,khatabe
শ্যাওলা,shyaola
ইচ্ছেটা,iccheta
অহংকারটাই,ahankartai
ঝক্‌ঝকানি,jhakshakani
ঢুকলুম,dhuklum
ভর্ৎসনাকেও,bharsanakeo
অনুপস্থিতিও,anupsthiteo
চাচ্ছিল,chachdhil
পূজাকে,pujak
সামলাব,saamlab
থুবড়ে,thubare
কাঁপছিল,kanpsil
শক্তিকেই,shaktikei
ম্যাপটার,mapter
লড়তে,larte
প্রলয়কে,pralayke
হেলাফেলার,helaphela
সঞ্চয়গুলোকে,sanchanguloke
নিয়মকেই,niyamakei
আভাসেই,abhasei
কানাঘুষায়,kanaghusha
বিধিনিষেধে,vidhinishedhe
নাচন,nachan
সম্বন্ধনির্ণয়,sambandhnirna
গ্লানিতে,glanite
অঙ্গারের,angarer
কালিমায়,kalimaye
দীপ্তিই,diptii
দৈবী,daivi
অগ্নিদীক্ষায়,agnidiksha
ক্ষেমাদাসী,kshemadasi
মেজোরানীমার,mejoranimar
ক্ষেমার,kshemar
পঙ্কজ,pankaj
মেজোরানী,mejorani
ক্ষেমাকে,kshemake
মাগীকে,magik
পেটা,peta
সক্কালবেলায়,sakkalbela
ক্ষেমারও,kshemaro
লজ্জাশরমের,lajjashrmer
থাকোকে,thakoke
টল্‌মলে,tolmale
ছোটরানীর,chotarani
প্রলাপের,pralaper
ভারতসাগরের,bharatsagarer
পরগাছাটি,pargachhati
ফুটেছিল,phutechil
ইন্দ্রধনু,indradhanu
পরগাছাটিকে,pargasatike
আমিটাকে,amitake
ভোলাচ্ছ,bholachh
দেবত্ব,devatva
কুলুঙ্গিটার,kulungiter
বৈঠকখানাঘর,baickkkhana
ঝাড়পোঁছ,jharponch
ফোটোস্ট্যাণ্ডখানা,photostandkhana
মুক্তের,mukter
বাণীই,banii
শাস্ত্রবিচার,shastrabichar
যুগযুগান্তরের,yugayugantarer
কুমড়োখেতের,kumrokheter
মাচাগুলোকে,machaguloke
অট্টকলহাস্যে,attakalhasye
বাঁধকে,bandke
চলেও,chale
পরগাছা,pargacha
কুলুঙ্গি,kulungi
আমিকে,amike
পরগাছাটাকে,pargachatake
লজ্জাহীন,lajjahin
উলঙ্গতা,ulangta
আত্মকাহিনী,atmakahini
মলাটে,malat
নদীসমুদ্র,nadisamudr
ওড়নায়,odhna
আলোই,aloi
আলোছায়ার,alochayar
মণ্ডলটাকেই,mandaltakei
তলাটা,talata
আগ্নেয়,agneya
ন্যায়বিচার,nyaibichaar
অন্যায়পরতা,anyayaparata
মহীপতি,mahipathi
১কে,1ke
২দুই,2dui
১এর,1era
তপস্যাকেই,thapasakei
মোক্ষ,moksh
উড়ুনির,udunir
চ্যালাদের,chalader
নিষ্ঠুরের,nishthurer
চড়িভাতি,charivati
বেড়াচ্ছিল,bedachsil
বাষ্পমণ্ডলটাই,vashpamandaltai
ফাটছিল,fatsil
ভিতরেও,vitreo
মতলবের,matalber
চেপেচুপে,chepechupe
বিরুদ্ধতার,viruddhatar
আইডিয়াওয়ালা,idiawala
সুস্পষ্টতাই,suspastotai
দিগ্‌‌বিজয়ী,digvijayi
সেকেন্দর,sekendar
রক্‌‌ফেলার,rakphela
জানাটাই,janatai
ফুলটুকুকে,phultukuke
জানছে,janathe
বড়োকে,badoke
ফলকেই,falkei
দৃষ্টান্তকেও,drustantakeo
দুটিকেই,dutike
চালাচ্ছি,chalachchi
বন্দেমাতরং,bandemataran
গোলমালটাকে,golmaltake
বাদ্যটাকেই,badyatakei
ভুঁইচাঁপা,bhunichanpa
ভিনোলিয়া,vinolia
মাখতে,makhate
বোঁটায়,bonta
দাবিকেই,dabikei
ভিড়ই,viri
ছোটাব,chotab
খুঁড়ছে,khurche
হ্রেষাধ্বনিতে,hreshadhwnite
ভ্রমরেরই,bhramreroi
আঁকি,anki
পাঁচুর,panchu
আত্মকাহিনীর,atmakahinir
ফিলজফিতে,filjphite
মায়াকেই,myakei
জীবনকাহিনীটাকে,jibankahinitak
বুনোনি,bunoni
ফাঁকাটার,phonkatari
মানানো,manano
চলছিলুম,chalachilum
তপস্যাকে,thapasak
অপ্সরীকে,apsarike
বাষ্পজালে,vashpjale
ব্যথাও,vyathao
পারছিল,parchhil
অনিশ্চিতের,anischiter
সময়টুকুর,samaytukur
মুহূর্তগুলিকে,muhurtagulike
নিশ্চিতপ্রায়কে,nischitapraiake
রাবণকে,ravanake
মরেছিল,mareoil
লঙ্কাকাণ্ডটা,lankacanata
সংকোচটুকু,sankochatuku
এইরকমেরই,airkameroi
বিভীষণকে,bibhishanake
ট্রাজেডি,trajedy
মেলাবার,melavar
নিখিলেরও,nikhilero
ভূতটাকে,bhutatake
মানবামাত্রই,manvamatrai
আগুনেই,agunei
পতঙ্গিনী,patangini
পুড়িয়েছে,purieng
আবেশের,abesher
বুজতে,bujate
বিমলাকে,bimalake
শক্তিও,shaktio
পথটাও,pathtao
স্বদেশলক্ষ্মীর,swadeshlakshmir
অনাবরণে,anavarn
অগৌরব,agaurav
নৌকোই,naukoi
নিষ্ঠুরতাই,nishthurtai
কালীকে,kalik
দেখতেপেতুম,dekhtapetum
আত্মকথাভাদ্রের,atmakathavadrer
চিক্‌চিকিয়ে,chikchikie
প্রভাতসংগীতে,prabhatsangite
প্রকাশহীন,prakashahin
দীপ্তিহীন,diptihin
কলধ্বনিত,kaldhvanit
বরও,baro
ভাদ্রমাসে,bhadramase
শুক্লপক্ষে,shuklapakshe
শামলদহর,shamaldahr
বিলে,bille
কৃষ্ণাপঞ্চমীতে,krishnapanchamite
ঠেকত,thekat
গানকে,ganke
মিলনসংগীতের,milansangiter
ধুয়োই,dhuyoi
পুরবৈয়াঁ,purbiyan
পাতছে,patche
ধুয়োর,dhuyor
হরপার্বতীর,harparvati
পদ্মবনে,padmaban
কুমুদবনের,kumudbaner
শুভশঙ্খ,shubhasankh
বিচ্ছেদে,bicchede
শব্দও,shabdao
থামাতেই,thamates
নেইই,neii
ভালোবাসাটাকে,bhalobasatake
প্রদীপকে,pradipke
রক্তপান,raktapan
শরমে,sharm
ঋতুসংহার,rutusanhaar
উপচার,upachaar
জোগাচ্ছে,jogache
আনন্দলীলাকে,anandalilake
ঝোঁকেই,jhonke
শেলফ,shelaf
আন্‌লাটিতে,anlatite
কৌটোটিও,kautotio
সহপাঠী,sahapathi
মুলসমান,mulsaman
চটিজোড়াটি,chattisorati
কক্‌খনো,kakshano
শিকড়টি,shikrti
ছিন্নপদ্মের,chhinpadmer
পাপড়িগুলোর,papadigulor
বিকারেও,bikareo
মূখে,mukhe
ফুলই,fuli
দেওয়ারও,dewaro
মূর্তিতেই,murthitei
ছবিটারই,chhabitaray
আমিয়েল্‌স্‌,amiels
জর্নাল,jarnal
কৈফিয়ৎটুকু,kaiphiatuku
থাকবারই,thakabarai
ঝুনো,jhuno
কুণ্ডুর,kundau
অন্নসংগ্রহের,annasangraher
হুজুরের,hujurer
পঞ্চুর,panchur
চাঙারিতে,chanarite
শূদ্রদের,shudrader
জিনিসগুলোর,jinisgulor
বাতাসাওয়ালার,batasawaler
একঘটি,ekanti
ভরায়,bhara
স্তনে,stane
ভাবনাতেই,bhavanates
মূলছেদনের,moolsedner
সিদ্ধার্থের,siddharther
তপস্যায়,thapasa
বাঁধনেই,bangnei
পাড়িকে,padike
কৌলীন্য,kaulinya
দৌহিত্রী,dauhitri
গুহক,guhak
একলব্যের,ekalvyer
ধারাটাই,dharatai
ভদ্রলোকেরই,bhadralokerai
নাবছে,navathe
ভারতবর্ষই,bharatvarsha
লক্ষ্যকে,lakshyake
সাজিয়েছি,sajiechi
পরিয়েছি,pariesi
শিখিয়েছি,shikhiesi
অন্তর্যামীকে,antaramike
দেনাপাওনার,denapaonar
ঠিকে,thike
পিতৃবিয়োগ,pitribiyog
রৌদ্রবৃষ্টি,raudravrushti
বটতলা,batatla
লালদিঘি,laldighi
শেয়ারের,shyare
গাড়িতেও,gaddite
চাপেন,chapen
বিষয়কর্মসংক্রান্ত,vishyakrmasankrant
বড়োমানুষির,baromanushir
ছেলেরও,celeroo
জানিয়েছিল,janiechhil
রেঙুনে,renune
সম্বন্ধকে,sambandhke
পরমার্থের,paramarther
এন্ট্রেন্স,entrans
আসছিলুম,asnasilum
গুমটে,gumt
ক্লেশকর,cleshkar
খকেও,khakeo
বাস্তবকেই,vastabakei
বিশ্বব্রহ্মাণ্ডে,vishwabrahmand
ফাঁককে,phakke
লোকলোকান্তরে,loklokantare
চন্দ্রনাথবাবুর,chandranathbabur
কৈসে,kaise
গোয়াঁয়বি,guanubi
দিনরাতিয়া,dinratia
সগরসন্তানের,sagarsantaner
ভাগীরথীর,bhagirathi
মিশালে,mishale
গ্রীস,greece
মূর্তিকর,murthikar
ভস্মরাশির,bhasmarashir
অহল্যা,ahalya
পাষাণীও,pashanio
মুঠোর,muthor
মেঘগর্জনে,meghgarjane
অয়মহং,aunmahan
সুধারসোন্মত্ত,sudharsonmatta
পারম্পর্য,paramparya
পুষ্পকরথের,pushpakarther
মাতলিকে,matlike
খোরাকির,khoraqir
স্বর্গপ্রাপ্তি,swargaprapti
কামারেও,kamare
বায়নার,byanar
নিকড়িয়া,nickriya
গাইলুম,gailum
গাইলে,gaile
সারগম,sargam
খোয়াবি,khoabi
সর্বনাশই,sarvanashi
মরণসুধা,maransudha
পূরে,pure
বাঁকার,bankar
সোজার,sojar
গুর্‌,gur
উপশিরার,upashirar
কুহরে,kuhre
ছাড়াকে,chadake
আধপাকা,adhpaka
নেবারও,nebaro
সুপ্তরাত্রে,suptaratre
পদাবলীর,padavali
ছেড়েছে,chedese
ঘরও,gharo
নিশাচরী,nishachari
চিহ্নও,chihno
বাজালো,bazalo
ইস্টিম,istim
ছেলেবুড়ো,celebudo
মনেপ্রাণে,maneprana
ছুরিতে,chhurite
খাগড়ার,khagra
শামাদানে,shamadane
স্বদেশীতে,swadeshite
দৈন্যে,dainye
সুবোর,subor
অজবুগ,ajbug
বিশ্বমানুষের,vishwamanusher
রক্তধারা,raktadhara
ঘটিকে,ghatike
ঘটিটিও,ghatiteo
উৎসাহদাতা,usahadata
মাখার,makhar
সাজিমাটির,sajimati
ডেলা,dela
মাখতেন,makhten
সমানে,saman
দাঁতনের,dantaner
মেজোরানীর,mejorani
শজনের,shajner
কলমটি,kalamti
কাণ্ডটি,cantoti
ঠকানোর,thakanor
কাঁচির,kanchi
ছোটোবেলা,chhotobela
বেড়েছি,bedesi
এইখেনেই,aikhenei
মজবে,majbe
বেতকাঠির,betkatir
শুকসায়রের,shuksayarer
কুলোর,kulor
শক্তিরূপিণী,shaktirupini
বুঝিয়েছেন,burriechen
পরমাশক্তি,paramashakti
বৈষ্ণবতত্ত্বের,vaishnavatattber
হ্লাদিনীশক্তিকে,hladinishaktike
ত্রিভঙ্গ,tribhang
ধরতেন,dharten
বেজেছিল,bejecil
ভাসি,bhasi
তানের,taner
শক্তিতত্ত্ব,shaktitttva
রসতত্ত্ব,rastattva
ছোঁয়াবার,choyabar
নূতনকরছি,nutankarchi
বীরকে,birke
সাধককে,sadhakake
প্রতিভাকে,pratibhake
অমূল্যচরণকে,amulyacharank
আদ্যাশক্তিকে,adyashaktike
পলতেয়,palteya
বরদান,vardaan
বাঁধলুম,bandlum
চুলগুলোকে,chulguloke
শিখিয়েছিলেন,shikhiesillen
পাঠালুম,pathalum
সত্যমিথ্যা,satyamith
ডাকবার,dakhbar
উপলক্ষই,upalakshai
আত্মকথাপঞ্চুর,atmakathapanchur
যক্ষ্মায়,yakshma
পঞ্চুকে,panchuke
ধৈর্যভারপূর্ণ,dhairyavarpurna
বউয়েরও,bauero
বলুলুম,balulum
পাপই,papai
কাটিয়েছে,katies
খটাও,khatao
স্বপ্নমাত্র,swapnamatra
ছেলেমেয়েগুলিকে,celemaegulike
রেঙুন,ranun
সেজো,sejo
মাস্টারবাবু,mastherbabu
মুক্তিও,muktio
ব্যাবসাটুকু,babsatuku
দুয়ারগুলো,duargulo
দয়াধর্ম,dayadharm
হ্যান্ডনোট,handnote
হ্যান্ডনোটে,handnote
ধুলোটা,dhulota
প্রণামটা,pranamta
চাষিদের,chasider
আসলের,asler
এইরকমে,airkam
নিজেরাও,nizerao
কিনছ,kinas
চাচ্ছ,chachh
বাঁচনের,banchaner
চাপাতে,chapate
ফুটতে,footte
ছাত্রটি,charati
আনুকূল্যটা,anukulyata
রাখিয়েছি,rakhiesi
হাটেও,hateo
করবারই,karobari
বোনাবে,bonave
কেনাবে,kenave
পারণ,paaran
সায়ান্স্‌,sayans
নিখিলকেই,nikhilkei
নিখিলই,nikhili
সুতোয়জোলাদের,sutonjolader
বোনাচ্ছে,bonacche
বাবাজির,babajir
ব্যাবসাবুদ্ধি,babsabuddhi
দাঁড়াবে,dandave
কিংখাবের,kinkhaver
খাটাবেন,khataven
কারুকার্যের,karucaryer
বেদনাতেই,vednates
সরাবেন,saraven
সরাব,sarab
কুণ্ডু,kundu
বেচেছে,bechenge
কখানা,kakhana
এইগুলো,aigulo
জুতি,juti
একমুঠো,ekamutho
ম্যান্‌চেস্টারের,mancestere
নাগা,naga
বোরোতে,borote
বানায়,vana
ধর্মসম্প্রদায়,dharmasamprada
মিথ্যেকে,mitheke
ডরায়,dora
রাষ্ট্রযজ্ঞে,rashtrayagne
পাকাবে,pakave
গেলাবে,gelave
বঙ্গবিভাগ,bangavibhag
সদভিপ্রায়ে,sadavipra
সত্যকেই,satyakei
বড়োরকম,badorkam
রাষ্ট্রনীতির,rastranitir
ধর্মপ্রচারকেরা,dharmapracharkera
ধর্মনীতিকেই,dharmanitikei
সত্যফল,satyaphal
বিধার্মিক,vidharmik
চাঁদই,chandi
মিত্রে,mitre
আমিত্রাক্ষর,amitrakshara
ভাগ্যকবি,bhagyakabi
প্যারাডাইস,paradise
লস্ট্‌এর,laster
এপিক,epik
বিঘেকয়েক,vighekek
মৌরসি,moursi
ব্যারিস্টর,baristor
সুদ্ধু,suddhu
পুড়ব,purv
পালাবি,palabi
রেজেস্ট্রী,rejestery
ঝুঁটোপুটি,jhuntoputi
ওয়ারিশ,warish
মামী,mami
জীবনস্বত্বের,jivanswatber
প্যাট্‌রা,patra
প্রাপ্তবয়স্ক,prapthyask
পক্ষটি,pakshati
স্বামীরমৃত্যুর,swamimrityur
বৈরাগ্যে,bairagye
প্রজাদেরও,prajadero
হাটটার,hattar
কিনুক,kinuk
জীবপালনের,jivpalner
পর্যায়ের,parayer
দিনরাত্রিকে,dinratrike
জপমালার,japamalar
কর্মভারের,karmbharer
মুক্তিবেগেরও,muktibegero
জলস্তম্ভের,jalstambher
সাজকে,sajake
চূড়াকে,chudake
কুণ্ডলী,kundali
খাঁচাটির,khanchati
শালিখ,shalikh
মুখরতায়,mukharta
গোরুটার,goruter
আতপ্ত,atapat
বাট,baat
ব্যাধিতে,badhite
রায়তের,raiter
ফোঁটাকাটা,photakata
স্থূলতনু,sthultanu
কুন্ডু,kundu
তেলা,tela
সরের,sarer
বুদ্‌বুদ্‌,budbud
তামসিকতা,tamsikta
রক্তশোষণে,raktashoshane
জড়ত্বের,jaitber
ধরিত্রীকে,dharitrike
ঘুচুক,ghuchuk
মায়াজাল,myajal
মোহমুক্ত,mohamukta
অপ্সরী,apsari
তুলেযেন,tuleyen
সহজের,sahajer
নাড়ীগুলা,nadigula
বেদনাকেও,vednakeo
ছদ্মস্বর্গলোকে,chhadmaswargaloke
আত্মকথাসেদিন,atmakathasedin
দাবিটাকে,dabitake
রক্তিমায়,raktimaye
দিগন্তরেখায়,digantarekha
থর্‌থর্‌,tharthar
এইটুকুতে,aitukute
মকরবাহিনী,makarbahini
দেহবীণার,dehbinar
আস্থায়ীতেই,aasthayite
পথটাকে,pathtake
অনেকগুলোতে,anekgulote
দলিলে,dalile
তুরীয়,turin
ধূমকেতু,dhumaketu
ঘোরটাকে,ghortake
স্বরকে,swarke
প্ল্যানটা,planta
রঙিয়ে,ranie
জাগলুম,jaglum
কুণ্ডুদের,kundauder
অন্তরটিপুনি,antartipuni
তদ্‌বির,tadvir
পোড়াব,porav
পুড়তে,purte
বেলোয়ারি,belwari
ঝাড়ওয়ালার,jharwaler
মেরিনো,merino
রোশনাই,roshnai
ডরাও,dorao
রাধাভাবে,radhavave
অসুবিধেই,asuvidhei
বিলিতির,billitir
কাটাত,katat
মেটাবার,metaba
মিরজান,meerjan
কুলদাকে,kuldake
নৌকোখানা,naukokhana
ডুবিয়ে,dubie
দায়টাকে,dayatake
মিরজানের,meerjaner
মাঝিও,majhio
করিয়েছিল,kariesil
নৌকোটাকে,naukotake
রাবিশের,rabisher
গোস্তাকি,gostaki
নৌকোখানার,naukokhana
আসবামাত্র,aswamatra
করেওছ,kareoch
ভাণ্ডারঘরের,bhandargharer
মহাশক্তিকে,mahashaktike
পেড়েছি,pedesi
কেটেছি,ketesi
খুঁড়েছি,khudechhi
পুরুষজাত,purushajat
সিন্দুককে,sindukke
ভেঙেছি,venechhi
কেড়েছি,kedesi
মেটানোই,metanoi
মেটাতেই,metates
উর্বরা,urvara
দরজাই,darjai
খনিতেই,khanite
রাজকোষে,rajkose
হেঁকেছি,henkesi
ঝঞ্ঝাটে,jhanjhat
অকর্মকদের,akarmakder
ঘটিয়ে,ghatie
আঁটাই,atai
ত্রিভুবনকে,tribhuvanke
ভিক্ষুকতা,bhikhukta
অঙ্কটাকে,ankatake
রুচিবিরুদ্ধ,ruchiviruddha
অমার্জনীয়,amarjanian
খকর,khakar
সম্পত্তিটা,sampattita
অকিঞ্চনতার,akinchantar
চন্দ্রমাস্টারের,chandramastere
ছদ্মবেশটা,chhadmaveshta
হাজারেই,hajara
অর্ধং,ardha
ত্যজতি,tyajati
ত্যাগটা,tyagata
খাসের,khaser
জড়াবে,jadave
অমূল্যবাবুর,amulyababur
ডুবিয়েছি,dubiechi
মিত্রকেও,mitrakeo
ডোবাতে,dowate
শ্রদ্ধাটুকু,shraddhatuku
বাড়ত,barht
চিঠিখানার,chithikhana
গড়ায়,gara
ডুবনো,duveno
বেড়,bed
জালটি,jalti
ভাগেও,bhageo
চেপেই,chapei
ধর্মবুদ্ধিটা,dharmabuddhita
সেঁধিয়ে,sendhie
নায়েবটার,nayabter
কৃতজ্ঞতাটুকু,kritjaitatuku
বুদ্ধিটাকে,buddhitake
ভালোও,valoo
মন্দও,mandao
জলটা,jalta
জলাশয়,jalasha
বন্দেমাতরমের,bandematarmer
শুষবে,shushave
শুষব,shushab
নায়েবও,nayabo
মহাসমুদ্রের,mahasamudrer
নীচেও,nicheo
হিসেবটি,hisevati
প্রায়াজনটা,pryajanta
ঘোড়াই,ghorai
চাকাতেও,chakate
আখেরকে,akherke
লোভকে,lovke
হাজারকে,hazark
অতীতকে,atitke
বর্তমানকে,bartamanke
অন্যকালের,anyakaler
বিরহিণী,birhini
ঝংকারটা,zankarta
রেশটুকুকে,reshtukuke
জিনিসটাতে,jinistate
গোলামাল,golamal
কামী,kami
বীণাযন্ত্রের,vinayantrer
মিড়,mid
বেরাদর,veradar
মুসলমানগুলোকে,musalmanguloke
দাবিয়ে,dabie
ভালুকনাচ,bhaluknach
নাচাব,nachav
কোন্‌খানটাতে,konkhantate
সেইখানটাতেই,seikhantates
ঠেকবেই,thekbe
স্কুলবয়,skulvai
