bangla word,translitered bangla word
কাশ্যপ_ঋষি,kaashyap_rushi
জাবালি,jabali
জাবালি_ঋষি,jabali_rushi
সংবর্ত,sanvart
জলন্ধর_ঋষি,jalandhar_rushi
অমিত,amit
অমিতবীর্য,amitvirya
নচিকেতা,nachiketa
অমিতাভ_বুদ্ধ,amitabh_buddha
পরাশর_ঋষি,parashar_rushi
পরাশর,parashar
পর্ণাদ,parnad
পর্ণাদ_ঋষি,parnad_rushi
পালকাপ্য,palkapya
পালকাপ্য_ঋষি,palkapya_rushi
অমিলপট্টি,amilptti
বৃহস্পতি_ঋষি,brihaspati_rushi
বৌধায়ন_ঋষি,baudhayan_rushi
বৌধায়ন,baudhayan
আমিলিয়াপাট,amiliapaat
অমিশ্রণ,amishran
রাজকোষ,rajkosh
জিডিপি,jiddypi
ব্রডব্যান্ড_পরিষেবা,bradband_parisheba
মেগাবাইট,megabight
গিগাবাইট,gigabight
জিবি,jibi
বর্গকিলোমিটার,bargakilometer
বর্গকিমি,bargakimi
মেক্সিকোর_খাড়ি,mexicor_khari
এনার্জি_সেক্টর,energy_sector
সেক্টর,sector
মিসরাতা,mishrata
লিবিয়া,libya
উড্ডয়ন_মন্ত্রী,udddyan_mantri
উড্ডয়ন_মন্ত্রালয়,udddyan_mantralaya
উপকাপ্তান,upkaptan
ভাইস_ক্যাপ্টেন,vaaice_captain
কমেন্ট্রি,comentry
ম্যান_অফ_দ্য_ম্যাচ,man_af_dya_match
রূপায়ণ,roopana
আরটিই,artii
ভিত্তিস্তরের_গঠন,vittistrer_gaian
গৃহসচিব,grihschib
কোলেস্টেরল,cholesterol
কোলেস্ট্রল,cholestrol
তর্কশক্তি,tarkshakti
রিপোর্ট_কার্ড,report_card
রিপোর্টকার্ড,reportcard
রিয়্যালিটি_সেক্টর,riyality_sector
রিফ্যাক্টরি,rifactori
পরিষেবা_কর,parisheba_kar
সীমান্তকর,simantakar
সীমান্তশুল্ক,simantashulk
উত্পাদনশুল্ক,utpadanshulk
নির্ধারিত_মূল্য,nirdhari_muly
পিপিপি,pipipp
পাব্লিক_প্রাইভেট_পার্টনারশিপ,pablik_privet_partnership
অল_আউট,al_out
সান_ডিয়েগো,sun_diego
কান্ধার,kandhar
কান্দাহার,kandahar
অর্থরাজ্যমন্ত্রী,arthrajyamantri
মিশিগান_বিশ্ববিদ্যালয়,mishigan_vishwavidyalaya
মিশিগান_য়ুনিভার্সিটি,mishigan_university
মিশিগান,mishigan
গ্রেট_লেক_স্টেট,great_lek_state
মুখস্থ_করা,mukhasth_kara
এক_আঁটি_পাতা,ek_anti_paataa
পর্ণসমূহ,parnasamuh
মৃগারতি,mrigarti
লাল_রূদ্রাক্ষ,lal_rudraksh
রক্ত_রূদ্রাক্ষ,rakta_rudraksh
ক্রান্তীয়_বৃত্ত,krantiya_vrutt
অনুশীলনকারী,anushilankari
ভোররাত্র,bhorratra
ধূপারতি,dhuparti
চাঁদিপুর,chandipur
হুইলার_দ্বীপ,huilar_dweep
রক্ষা_বিভাগ,raksha_vibhag
বিধানভবন,vidhanbhavan
কেন্দ্রীয়_সাংখিকী_সংগঠন,centrian_sankhiki_sangathan
সেন্ট্রাল_স্ট্যাটিসটিক্যাল_অর্গানাইজেশন,central_statictical_organijeshan
প্ল্যাটিনাম_জুবিলি,platinum_jubilee
স্বর্ণজয়ন্তী,swarnajayanti
অশোকস্তম্ভ,ashokastambh
ফ্যামিলি,family
কর্নেল,karnel
ফাস্ট_বোলার,fast_boller
নীলনদের_ব-দ্বীপ,nilander_b-dweep
নীল_ডেল্টা,nil_delta
ডেল্টা,delta
ব-দ্বীপ,b-dweep
ডেলটা,delta
সংযুক্ত_উদ্যম,samyukta_uddyam
জয়েন্ট_ভেঞ্চার,jayent_venture
মাইলেজ,milege
সংস্করণে,sanskarne
তোবরুক,tobaruk
তোবরুক_শহর,tobaruk_sahar
আত্মরক্ষা,atmaraksha
বেনগাজী,vengaji
বীঈদা,viida
হৃত্পিণ্ডের_সমস্যা,hrutpinder_samasya
শূন্যপদ,shoonyapad
ক্লিন_বোল্ড,clin_bold
বোল্ড,bold
অনুশীলন_ম্যাচ,anushilan_match
ওয়র্মআপ_ম্যাচ,oyrmaap_match
অভ্যাস_ম্যাচ,avyas_match
পাব্লিক_সেক্টর,pablik_sector
ব্যাংক_লকার,vyank_lakar
লকার,lakar
সোলার_সেল,soler_sel
লুকাসফিল্ম_লিমিটেড,lukasfilm_limited
ট্রেডমার্ক,treadmark
মালকানগিরি,malkanagir
ফার্স্ট_ট্র্যাক_কোর্ট,first_trak_court
ফার্স্ট_ট্র্যাক_আদালত,first_trak_aadalat
প্রারম্ভিক_সার্বজনিক_নির্গম,prarmbhik_sarvajanik_nirgam
অনুবর্তী_সার্বজনিক_নির্গম,anuvarti_sarvajanik_nirgam
এফপিও,effpio
ফলো-অন_পাব্লিক_অফার,falo-an_pablik_aafar
গৃহ-রাজ্যমন্ত্রী,grih-rajyamantri
রাজ্য_মন্ত্রী,rajya_mantri
শিল্পপতি,shilppati
অখিল_ভারতীয়_ফুটবল_সংঘ,akhil_bhartiya_football_sangha
ইমিগ্রেশন_দপ্তর,imigraden_daptar
বাণিজ্য_দূতাবাস,banisya_dutavas
বাণিজ্য_দূত,banisya_doot
অনশন_আন্দোলন,anashan_andolan
জেলকর্মী,gelkarmi
কারাগারকর্মী,karagarkarmi
মোসুল,mosul
কিরকুক,kirkuk
কম্যুনিস্ট_পার্টি_অফ_চায়না,communist_party_af_chyena
সিপিসি,shipisi
রাজস্য_গোয়েন্দা_নির্দেশালয়,rajasya_goenda_nirdeshalaya
হ্যুম্যান_রাইটস_ওয়াচ,human_rights_wach
এইচআরডব্লু,eichardblu
বলপ্রয়োগ,balprayog
লুবাক,luvak
সংখ্যাশাস্ত্র,sankhyashasthra
ন্যুমারোলজি,numarology
ভাড়,bhaad
অদবান,adwan
পীষনা,pishna
পর্যাণ,paryan
সারাফা,sarafa
শিশুগদি,shishugadi
জঞ্জাল,janjal
বস্তুত্প্রেক্ষা,bastutpreksha
বস্তুত্প্রেক্ষা_অলঙ্কার,bastutpreksha_alankar
প্রথম_বর্ষা,pratham_barsha
দেহলি-দীপক_অলঙ্কার,dehli-deepak_alankar
দেহলি-দীপক,dehli-deepak
উত্প্রেক্ষা_অলঙ্কার,utpreksha_alankar
উত্প্রেক্ষা,utpreksha
কিণ্বন,kinvan
দেশাটন,deshaton
দু_হাত,du_haath
দুধ_দোয়ার_পারিশ্রমিক,dudh_doyar_parishramik
দৌড়-ঝাঁপ,daud-jhap
দ্বাদশা,dwadesha
জেলাম,jellum
জেলাম_নদী,jellum_nadee
শালার_ছেলে,shala_cele
বিস্ফোরন,bisforan
ধনতরস,dhantaras
ধনত্রয়োদশী,dhanatrayodashi
ধমধম,dhamdham
শেখ_চিল্লী,sheikh_chilli
ধামিন,dhamin
ধুনো,dhuno
ধুনি,dhuni
রোদঘড়ি,robghari
ছায়া_যন্ত্র,chaya_yantra
ধুমকেতু,dhumketu
ধুমধাম,dhumadham
নকটা,nakta
নাকশির,nakshir
রক্তপিত্ত,raktpitta
নগরপালিকা,nagarpalika
মহাপালিকা,mahapalika
নগর_সমিতি,nagar_smiti
নগর_সভা,nagar_sabha
মিউনিসিপালিটি,munisipality
নটবর,natabar
নাতনি,natani
বেয়াইবাড়ি,bayibari
দাদশ্বশুর,dadashvashur
নিমকহারাম,nimakharam
নোনতা_খাবার,nonta_khabar
নরক_চতুর্দশী,narak_chaturdashi
নারগিস,nargis
নবরাত্রী,navratrasi
নাপিত_বউ,napit_bau
নাগা,naga
নাগা_সন্ন্যাসী,naga_sannyasi
নাগা_সাধু,naga_sadhu
নাগা_জনজাতি,naga_janjati
নাট্যশাস্ত্র,natyashastra
নাট্যবিদ্যা,natyavidya
নামকরণ_সংস্কার,namkaran_sanskar
নামকির্তন,namkeertan
স্মরণ_করার_কেউ,samaran_karaar_keu
নাশপাতি_গাছ,nashpati_galle
নাশপাতি,nashpati
দুষ্টক্ষত,dushtkshat
লক্ষের_জাতি,laksher_jaati
লাখারি,lakhari
নিসার,nisar
নিমকি,nimki
ল্যাপটপ,laptp
ল্যাপটপ_কম্পিউটার,laptp_computur
আগাছা_পরিষ্কার,agacha_parishkar
টিকটিক,tictac
নীমহাকিম,nimhakim
হাতুড়ে_ডাক্তার,hatude_doctor
তুঁতে,tunte
গন্ধকাম্ল,gandhakaml
নিলাম,nilam
নিলাম_বিক্রী,nilam_bikri
বিবিক্ত_স্থান,vivikt_sthan
সিকনি,sikani
নাসিকামল,nasikamal
পোঁটা,ponta
আমলাতন্ত্র,amlatntra
নবরত্ন_চাটনি,navaratn_chatni
নৌসাদর,nausadar
চন্দনসার,chandansar
অমৃতক্ষার,amritakshar
অ্যামোনিয়া,ammonia
পঞ্চগব্য,panchgavya
পঞ্চগৌড়,panchagoud
পঞ্চনামা,panchanama
সালিসনামা,salisnama
পঞ্চপাত্র,panchpatra
পার্বণ_শ্রাদ্ধ,parvan_shraddh
পঞ্চম_সুর,pancham_sur
পঞ্চাঙ্গ,panchang
তিথিপত্রস_পঞ্জিকা,tithipatras_panjika
জন্ত্রী,jantri
পঞ্চামৃত._চরণামৃত,panchamrit._charanamrit
মধুপর্ক,madhupark
পঞ্চেন্দ্রীয়,panchendral
পঞ্জীরী,panjiri
পণ্ডিতগিরী,panditgiri
পঞ্চসেরি,panchaseri
ফুলুরি,phuluri
পকোরা,pakora
পটাপট,potapat
পাড়ি,pari
ঘুড়ি,ghuri
প্যান্ট,pant
পাতলুন,patlun
প্রতিব্রত,pratibrata
সতীত্ব,satitva
সতী_ব্রত,sati_brat
ডেচকি,dechaki
পাথর_বাটি,pathar_bati
পদাবলী,padavali
পদ্মাসন,padmasana
কমলাসন,kamalasana
পানচাকা,panchaka
পানের_ডিবা,paner_diba
পনীর,paneer
আমিক্ষা,amiksha
তল্প,talp
বাঙ্ক,bunk
পরথন,parathan
পরপুরুষ,parapurush
অন্য_পুরুষ,anaya_purush
পরমহংস,paramahans
পরমাণু_যুদ্ধ,parmaanu_yuddh
পরোটা,paratha
পরাত,paraat
তিসমার_খান,tismar_khan
তিসমার_খাঁ,tismar_khan
পরিব্রাজ,paribraj
নামতা,namata
পাই,paai
পাগলাগারদ,paglagarad
পাঠিকা,pathika
পারস,paaras
পারস_দেশ,paaras_desh
পানের_ডাবর,paner_dabur
পানের_কৌটো,paner_kauto
পারণ,paaran
পাল_বিধি,pal_bidhi
পালং_শাক,paalang_shock
হুমা_পাখি,huma_pakhee
হুমা,huma
পাও,pao
পাউঁরুটি,pauruti
পাপোঁছা,paponcha
পাপোশ,paaposh
চ্যাটচ্যাটে_ভাব,chatchate_bhav
থাপী,thapi
পিদ্ধী,piddhi
ফুটকি,phutki
বাবুনা,babuna
পিদড়ী,pidadi
পিদারা,pidara
পিল্লু,pillu
পিষনহারী,piunhari
পেষাই,peshai
পেষন,peshan
পেষাই-এর_মজদুরি,peshai-era_majduri
পিস্তা,pishta
দারুফল,daruphal
পীড়ি,pidi
পুনর্গঠন,punargathan
যজমানী,yajmani
পোলাও,pilaw
পুস্তিকা,pustika
ছটি_বই,chhati_bai
পুয়া,pua
পূর্ণাহুতি,purnahuti
পূর্ণহোম,poornhom
পূর্বজন্মে,purvajanm
আগের_জন্ম,ager_janma
অনুক,anuk
দোলন,dolan
পেঁচ,pench
স্ক্রু,scru
পেঁচকশ,penchakash
পেঁড়া,penda
পোঙ্গা,ponga
জাহাজডুবি,jahazdubi
পোথা,potha
পাঁয়তা,pata
পায়তানা,patana
প্রথমা,prathama
প্রদর,prader
প্রদর_রোগ,prader_rog
মাঁঝা,manjha
ফট,fat
ফতুয়া,fatua
লুটের_মাল,luter_mal
ফরফরানি,farfrani
ফরফরানির_শব্দ,farfrani_shabd
কোয়া,coya
ফলাহার,phalahar
ফলাহারী,phalahari
চোঁচ,chonch
ফটকিরি,fatkiri
ফিটকারি,fitcari
ফিরঙ্গ,firang
ফিরঙ্গদেশ,firangadesh
ফিরঙ্গিস্তান,firangistan
হড়কানে,harkane
ঝালোর,jhalore
শ্বাশুরি,shwashuri
ফুলঝুড়ি,phulburi
ফুলেল,phulel
ফুলেহরা,phulehra
পিসেমশাই,pisemshai
কলটোরা,kaltora
আধিয়া,adhia
বাঁধাকপি,bandhacafi
তোরণ,toran
বন্দুকবাজ,bandukabaj
বন্ধ্যাকরণ,vandhyakaran
কলের_মুখ,kaler_mukh
পোস্ট-বক্স,post-bakhsha
বংশলোচন,banshalochan
তবক্ষীর,tabkshi
বন্ধনাঙ্গুরি,bandhnanguri
বগলেস,bagles
কুড়ুপ,kurup
হামাগুড়ি,hamagudi
বগ্গী,baggi
বাজাজ,bajaj
বাতাশা,vatasha
ফাই-ফরমাইশ,fai-farmaish
বর্ফি,barfi
বরফি,barfi
ভূমিহার,bhumihar
ভগিনী_ভাব,bhagini_bhav
বুন্দেলখণ্ড,bundelakhand
খোড়ানো,khorano
ভাটিয়ারা,bhatiara
ভাটিয়ারিন,bhatiarine
ভিভূতি,vibhuti
ভর্তা,bharta
চোখা,chokha
বউনি,buni
ভরাই,bharai
ভাসান,bhasan
ভোজপত্র,bhojapatra
ভোজ_শিল্পী,bhoja_shilpi
পত্রপুষ্পক,patrapushpak
যুগ্মপত্র,yugmapatra
সোঁ_সোঁ,son_son
সপ্তপদী,saptapadi
সাতপাক,satapak
ভ্রাতৃত্ববোধ,bhratrutvabodh
ঢ্যাঁড়োস,dhyandos
ভাববাচক_সজ্ঞা,bhavavachak_sajna
ভাববাচক,bhavavachak
ভানুমতি,bhanumati
ভুলোমন,bhuloman
ভিখারিনী,vikharini
ভুল-ভুলাইয়া,bhul-bhulaia
রাগ_ভৈরব,raaga_bhairav
ভৈরব,bhairav
কুপমন্ডুক,kupmanduk
সিত্কার,sitkar
ভুজপত্র,bhujpatra
শিলি,shili
শিতি,shiti
ভ্রমরী,bhramri
কূপমন্ডুক,kupamanduk
উপদংশ,upadansh
ফিরিঙ্গী_রোগ,firingi_rog
মঙ্গলাচরণ,mangalacharan
মঙ্গলপাঠ,mangalpat
মাঞ্জা,manja
মগধ,magadh
মাকড়শা,makarsha
মাচিয়া,machia
মকরধ্বজ,makardhvaj
রসসিঁদুর,rassindur
রক্তলতা,raktalata
মাঝধারা,madhara
মঠরী,mathri
মঠাধিকারিনী,mathadhikarini
মঠাদক্ষা,mathadaksha
মঠিয়া,mathia
ঝোপড়ি,jhopari
মাড়াই,madai
ফোটো_বাঁধাই,photo_bandhai
মথানী,mathani
মধুশক্কর,madhushakkar
মনিহার,manihar
চুড়িওয়ালা,chudiwala
মনিহারিনী,maniharini
চুড়িওয়ালী,chudiwali
মরূদান,marudan
বোয়াম,boum
মর্তবান,martaban
মলস্তম্ভ,malstambh
ভগ্নস্তুপ,bhagnstupa
মলয়গিরী,malaygiri
মলয়_পর্বত,malaya_parvat
মলায়াচল,malawachal
চন্দনগিরি,chandangir
মলয়,malaya
মল্ল_জাতি,mall_jaati
মল্ল,mall
মশালচী,mashalchi
মা_ভৈরবী,ma_bhairavi
মুসুর,musur
মহর্ষি,maharshi
মহাজনী,mahajani
মহাজনী_লিপি,mahajani_lipi
মুণ্ডী,mundi
মুখ্যনির্দেশক,mukhyanirdeshak
প্রধান_নির্দেশক,pradhan_nirdeshak
মুখ্যপ্রবন্ধক,mukhyaprabandhak
মহাপ্রসাদ,mahaprasad
মহাসংখ্যা,mahasankhya
বালসূর্য,balsurya
বালার্ক,balark
মহোত্সব,mahotsav
মাগধী_প্রাকৃত,magadhi_prakrit
মেলামেশা,melamesha
মিশুকেভাব,mishukebhav
মিষ্টি_তেল,mishti_tel
মিনে,mine
মিনাকারি,minakari
মিনা,mina
মীনা_জাতি,mina_jaati
মীনা,mina
মাইল,mil
অর্ধকোশ,ardhkosh
মুগবড়ি,mughabadi
স্টুডিও,studio
ন্যুজ_স্টুডিও,nyuj_studio
পতাকা_উত্তোলন,pataaka_uttolan
জনাক্রোশ,janakosh
ভূসমীক্ষা,bhusmiksha
হোয়াইট_হাউস,howite_house
বিদেশ_বিভাগ,videsh_vibhag
ম্যুনিখ,munich
বাওয়েরিয়া_রাজ্য,baweria_rajya
প্রত্যর্পণ,pratyarpan
কিট,kit
পাকিস্তান_মুসলিম_লীগ_নওয়াজ,pakistan_muslim_liga_nawaj
পিএমএলএন,piemelen
লেফ্টেন্যান্ট_জেনারেল,lemotenant_general
অনাপত্তি_প্রমাণপত্র,anapatti_pramanpatra
এনওসি,enosi
নো_অব্জেকশন_সার্টিফিকেট,no_abjekshan_sartyphicket
সমাজবাদী_পার্টি,samajavadi_party
বহুজন_সমাজবাদী_পার্টি,bahujan_samajavadi_party
বিএসপি,biespi
কেন্দ্রীয়_গোপন_সংবাদ_সংস্থা,centrian_gopan_sangbad_sanstha
সিআইএ,siaie
সেন্ট্রাল_ইন্টেলিজেন্স_এজেন্সি,central_intelegence_agency
অস্তিত্ববাদ,astitvabad
সত্তর_বছর,sattar_bashwar
ষাট_বছর,shat_bashwar
পঞ্চাশ_বছর,panchash_bashwar
ত্রিশ_বছর,trish_bashwar
কুড়ি_বছর,kuri_bashwar
একশ_বছর,ekash_bashwar
অহল্যাবাঈ,ahalyabai
কোন_আইসক্রিম,kohn_icecream
জীবনবীমা,jibanvima
ল্যাটিন_আমেরিকা,latin_america
লাতিন_আমেরিকা,latin_america
বিধান_পরিষদ,vidhan_parishad
কার্যভার,caryavar
বিকেন্দ্রীকরণ,bickentrikaran
য়ুরোপীয়_সঙ্ঘ,yurope_sangh
য়ুরোপীয়_য়ুনিয়ন,yurope_union
শিকাগো,shicago
লস_এঞ্জেলেস,las_angeles
ইলিনয়,eilinya
সর্দার_বল্লভ_ভাই_প্যাটেল,sarder_ballabh_bhai_patel
সরদার_প্যাটেল,sardar_patel
সুয়েজ_ক্যানাল,suez_canal
কেন্দ্রীয়_দূরসঞ্চার_মন্ত্রী,centrian_dursanchar_mantri
কেন্দ্রীয়_দূরসঞ্চার_মন্ত্রক,centrian_dursanchar_mantrak
অপারেটর,aparator
বেঞ্জিন,bengin
মেগাহার্ত্জ,magahartj
শবলেপন,shabalepan
হামবুর্গ,hamburg
অস্ত্রহীন_করা,astrahin_kara
নিরস্ত্রীকরন,nirstrikaran
ষড়যন্ত্রকারী,sharyantrakari
কুপ্রভাব,kuprabhava
জাতীয়_পরামর্শদাতা_পরিষদ,jatiya_paramarshdata_parishad
এনএসি,rnaesi
আর্থিক_পরামর্শদাতা_পরিষদ,arthik_paramarshdata_parishad
পিএমঈএসী,piemiesi
আমানা,amana
অমিশ্ররাশি,amishrarashi
মুদগল,mudgal
মুদগল_ঋষি,mudgal_rushi
মৈত্রেয়,maitreya
মৈত্রেয়_ঋষি,maitreya_rushi
যাস্ক,yask
যাস্ক_ঋষি,yask_rushi
শাণ্ডিল্য_ঋষি,shandilya_rushi
শৃঙ্গী_ঋষি,shrungi_rushi
মুহুরি,muhuri
আমীর,amir
অমুক্তি,amukti
অপরিমিততা,aparimitta
আমীন,amin
আমীনের_কাজ,aminer_kaaj
প্রসিদ্ধ_বংশ,prasiddh_vansh
কুলীন_বংশ,kulin_vansh
কুলীন_ব্যক্তি,kulin_vyakti
উচ্চবংশজাত,uchchavanshjat
আমিরী,amiri
উইম্বিল্ডন,wimbildon
চ্যাম্পিয়ানশিপ,champianship
হারিত,haarit
হারিত_ঋষি,haarit_rushi
মাণ্ডব্য_ঋষি,mandavya_rushi
মাণ্ডব্য,mandavya
শাণ্ডিলী,shandili
সৌভরি,soubhri
সৌভরি_ঋষি,soubhri_rushi
ঘোর_ঋষি,ghor_rushi
সুলভা,sulbha
সুন্ধন্বা,sundhanva
মত্স্যরাজ,matsyaraj
শাল্ব,shalv
নামপদী,namapadi
ঘৃতার্চি,ghrutarchi
হিরণ্যধনু,hiranyadhanu
প্রামতি_ঋষি,pramati_rushi
প্রামধি_ঋষি,pramadhi_rushi
কুম্ভানসী,kumbhanasi
সুতারা,sutara
অঙ্গাতক_চতুর্থী,angatak_chaturthi
অঙ্গাতক,angatak
অঘোর_ঋষি,aghor_rushi
অরূরু,aruru
কুম্ভিল,kumbhil
চক্রবর্মা,chakraburma
জম্ভ,jambh
পুষ্কল,pushkal
ভণ্ডাসুর,bhandasur
হৃষ্টরোমা,hristoroma
অঙ্গিরাবৃত্ত,angiravrutt
অজাসুর,ajasur
বনাসুর,banasur
অজামুখ,ajamukh
অয়োমুখ,ayomukh
অশ্রপ,ashrap
অশ্বশিরা,ashwashira
ইল্বল,ilbal
ঊর্ণনাভ,urnanabh
চক্রচক্র,chakrachakra
একমুখী_রুদ্রাক্ষ,ekamukhi_rudraksh
কুম্ভনাথ,kumbhanath
কেতুবীর্য,ketuvirya
গবিষ্ঠ,gavishtha
দুন্দুভি,dundubhi
ধুম্রকেশ,dhumrakesh
প্রলম্ব,pralamb
প্রলম্বাসুর,pralambasur
বিবস্বান,vivaswan
বৈবস্বতমনু,vaivaswatamanu
বৈবস্বত_মনু,vaivaswath_manu
কুক্ষি,kukshi
বিকুক্ষি,vikukshi
যুবনাশ্ব,yuvanashv
সুসন্ধি,susandhi
ধ্রুবসন্ধি,dhrubasandhi
প্রসেনজিত্,prasenjit
অসমঞ্জ,asamanj
অসমঞ্জস,asmanjas
কুকুস্থ,kukusth
প্রবৃদ্ধ,pravrudh
কল্মাষপাদ,kalmashapad
শঙ্খণ,shankhan
অগ্নিবর্ণ,agnibarna
শীঘ্রণ,shighran
প্রশুশ্রুক,prashushrook
নাভাগ,nabhag
ধর্মবতী,dharmavati
মহাবল,mahabal
মহাশিরা,mahashira
ধুম্রাক্ষ,dhumraksh
মহোদর,mahodar
মেঘবান,meghavan
ধুম্রকেতু,dhumraketu
ধুম্রপাদ,dhumrapad
মহামুণ্ড,mahamund
বিশ্বজিত্,vishwajit
বীরসেন,birsen
এক_আনা,ek_aana
দু_আনা,du_aana
হার্প,harp
বৈশ্বানর,baishwanar
সূর্যনাভ,suryanabh
শরভ,sharabh
গন্ধমাদন,gandhamadan
অনায়ুষা,anayusha
দনায়ুষা,danayusha
প্রভাবতী,prabhavati
মায়াবতী,myabati
বিরোচনা,virochana
উত্কচ,utkach
উপসুন্দ,upsund
গবেষ্ঠি,gaveshthi
পুণ্ড্র,pundra
ভীমক,bhimak
রৈবত,raivat
রৈবত_পর্বত,raivat_parvat
ইল্লব,illab
ব্যংস,vyans
প্রহ্লাদ,prahlad
সাল্ব,salv
শতানিক,shatanik
শতবাহু,shatabahu
ব্যাঘ্রাক্ষ,bagraksh
বিকম্পন,vikampan
মাল্যবান,malyawan
ভয়া,bhaya
ব্রজমুষ্টি,brajamushti
সুপ্তঘ্ন,suptaghn
বিদ্যুবিহ্বা,vidyuvihva
কালকা,kalka
প্রহস্ত্র,prahastra
কালিকামুখ,kalikamukh
সুপার্শ্ব,supershva
সংহনাদি,sanhanadi
প্রধস,pradhas
ভারকর্ণ,bharkarna
হর_রাক্ষস,har_rakshas
শৈলুষ,shailush
অভিমতি,abhimati
নিঋতি,niruti
চার্বাক,charbak
ঘস,ghas
ক্রথন,krathan
কুহপ,kuhap
কির্মির,kirmir
অলায়ুধ,alayudh
অলমক,alamak
কুথোদরী,kuthodari
খশা,khasha
চন্দোডরী,chandodri
লঙ্ক-টঙ্কটা,lank-tankata
লঙ্কটঙ্কটা,lankatankata
ত্রিস্তনী,tristani
নাগদন্তী,nagadanti
পুষ্পদন্তী,pushpadanti
বিড়ালাক্ষী,bidalakshi
কটাচোখি,katachokhi
যুধাজিত্,yudhajit
নরান্তক,narantak
নিমি,nimi
চন্দ্রভানু,chandrabhanu
স্বয়ংভু_মনু,swaymbhu_manu
স্বারোচিষ_মনু,swarochish_manu
নভস্য,navsya
উত্তম_মনু,uttam_manu
তামস_মনু,taamas_manu
ধন্বী,dhanvi
রৈবত_মনু,raivat_manu
চাক্ষুষ_মনু,chakshush_manu
চক্ষুষ,chakshush
রিপু,ripu
সাবর্ণি_মনু,sabrni_manu
সাবর্ণি,sabrni
ব্রহ্ম_সাবর্ণি_মনু,brahma_sabrni_manu
ব্রহ্মসাবর্ণি_মনু,brahmasabrni_manu
দক্ষ_সাবর্ণি_মনু,daksh_sabrni_manu
দক্ষসাবর্ণি,dakshasabrni
দীপ্তকেতু,diptaketu
ধর্ম_সাবর্ণি_মনু,dharma_sabrni_manu
ধর্ম_সাবর্ণি,dharma_sabrni
রুদ্র_সাবর্ণি_মনু,rudra_sabrni_manu
রুদ্র_সাবর্ণি,rudra_sabrni
রুচি_দেব_সাবর্ণি,ruchi_dev_sabrni
রৌচ্য,rauchy
রৌচ্য_মনু,rauchy_manu
ইন্দ্র_সাবর্ণি_মনু,indra_sabrni_manu
ভৌত্য,bhautya
ভৌত্যমনু,bhautyamanu
ইন্দ্রসাবর্ণি,indrasabrni
প্রিয়ব্রত,priyabrat
কাম্যা,camya
ভব্য,bhavy
সুচ্ছায়া,suchchaya
রিপুঞ্জয়,ripunjay
অন্তর্ধী,antardhi
পাতী,paati
শিখণ্ডিনী,shikhandini
বৈরিণী,bairini
খরগোশের_মাংস,khargosher_mas
মুরগীর_মাংস,murgir_mas
বনমুরগী,banmurgi
হাঁসের_মাংস,hanser_mas
পায়রার_মাংস,pra_mas
তিতির_পাখি,titir_pakhee
মোষের_মাংস,mosher_mas
অ্যানালগ_কম্পিউটার,analog_computur
রেখীয়_সংগণক,rekhin_sanganak
ডিজিটাল_কম্পিউটার,digital_computur
মঙ্কলক,mankalak
মঙ্কলক_ঋষি,mankalak_rushi
মক্ষণ,makshan
মঙ্গল_গীত,mangal_geeth
মঙ্গলবস্ত্র,mangalavestra
মঙ্গলগ্রহ,mangalagrah
মঙ্গলকারী_গ্রহ,mangalkari_grah
মঙ্গলপ্রস্থ_পর্বত,mangalaprastha_parvat
মঙ্গলভাষণ,mangalvashan
জ্বালানী,jvalani
মঙ্গলবাদ্য,mangalvady
শান্তির_জল,shanti_jal
মঞ্চকাসুর,manchakasur
মঞ্চক,manchak
মঞ্চায়ন,manchayan
মার্জন_করা,marjan_kara
বাসন_মাজার_মজুরী,basan_mazar_majuri
মন্থক_ঋষি,manthak_rushi
মন্থরা,manthara
চামরের_হাওয়া,chamrer_howa
মন্থান,manthan
মন্থান_রাগ,manthan_raaga
মন্থানক,manthanak
মাছি_তাড়াবার_ছড়ি,machhi_tadabar_chhadi
মক্ষদৃগ,makshadrug
মুগের_লাড্ডু,muger_laddoo
মন্দ্রাক্রান্তা,mandrakranta
মাখন_প্রস্তুতকারক,makhan_presentkarak
মন্যুদেব,manyudev
মন্যুদেব_ঋষি,manyudev_rushi
মৈত্রায়ণ_ঋষি,maitrayan_rushi
মোতিয়েদাম,motiedam
মহাগঙ্গা,mahaganga
মানুষ_বা_গরুর_মাংস,maanush_baa_garu_mas
বিড়াল,bidal
বিড়ালিনী,bidalini
মহাশীর্ষ,mahashirsh
মহাশীল,mahashil
দ্বাদশকর,dwadshakar
তোতা,tota
পম্পাসর,pampasar
পম্পা,pampa
পটবাদ্য,patwady
সিল,sil
মর্ক,merch
ষণ্ড,shand
সুদীতি,suditi
মধুছন্দা_ঋষি,madhuchhanda_rushi
মধুছন্দা,madhuchhanda
জেত_ঋষি,jet_rushi
হিরণ্যস্তূপ,hiranyastupa
হিরণ্যস্তূপ_ঋষি,hiranyastupa_rushi
প্রস্কণ্ড,praskand
প্রস্কণ্ড_ঋষি,praskand_rushi
সব্য_ঋষি,savya_rushi
সব্য,savya
নোধা,nodha
নোধা_ঋষি,nodha_rushi
কক্ষীবান,kakshivan
কক্ষীবান_ঋষি,kakshivan_rushi
ভাবায়ব্য,bhavaivya
রোমেশ_ঋষি,romesh_rushi
রোমেশ,romesh
পরুচ্ছেয়_ঋষি,parucheya_rushi
